show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,content_age,added_year
s7177,TV Show,Ken Burns: The Roosevelts: An Intimate History,Ken Burns,,United States,2017-02-22,2014,TV-PG,1 Season,Docuseries,"Award-winning documentarian Burns profiles three members of one of America's premier political families: Theodore, Franklin and Eleanor Roosevelt.",11,2017
s7210,TV Show,Kingdoms of the Sky,Steve Greenwood,,,2018-10-01,2018,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV",Meet the astonishing animals and adventurous people living on some of the most spectacular – and formidable – mountain ranges in the world.,7,2018
s7259,TV Show,La Viuda Negra,Alejandro Lozano,"Ana Serradilla, Julián Román, Ramiro Meneses, Juan Pablo Gamboa, Eileen Moreno, Luis Alfredo Velasco, Margarita Reyes, Alexander Gil, Luis Roberto Guzmán, Raúl Méndez","Colombia, Mexico, United States",2019-01-15,2016,TV-14,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Beautiful and ruthless Griselda Blanco, known as the queen of cocaine, becomes Pablo Escobar's boss and governs a world of deceit and death.",9,2019
s7289,TV Show,Lego Friends: Girls on a Mission,"Andrew Tan, Stephen Murray","Jasmine St. Clair, Allegra Clark, Rosamund Marks, Faye Mata, Kira Buckland, David Roach, Bradley Venable",Denmark,2019-02-01,2018,TV-Y,1 Season,Kids' TV,"Five best friends put their teamwork, wits and courage to the test when they take on a mission to protect Heartlake City from bad people.",7,2019
s7296,TV Show,Leyla and Mecnun,Onur Ünlü,"Ali Atay, Melis Birkan, Serkan Keskin, Ahmet Mümtaz Taylan, Cengiz Bozkurt, Osman Sonant, Köksal Engür, Ege Tanman, İştar Gökseven",Turkey,2017-04-15,2014,TV-MA,3 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies","Destiny brings Mecnun and Leyla together as newborns, and again years later. Despite unexpected turns in Mecnun's zany life, Leyla remains a constant.",11,2017
s7334,TV Show,London Spy,Jakob Verbruggen,"Ben Whishaw, Jim Broadbent, Edward Holcroft, Samantha Spiro, Charlotte Rampling, Lorraine Ashbourne, David Hayman, Clarke Peters, Adrian Lester, Harriet Walter",United Kingdom,2017-03-31,2015,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows","When his reclusive-banker lover disappears, a hard-partying young British hedonist plunges into the dangerous world of espionage to find the truth.",10,2017
s7341,TV Show,Los tiempos de Pablo Escobar,Alessandro Angulo,,Colombia,2018-08-01,2012,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows","Featuring never-before-seen images, personal testimonies and more, this is the story of one of the most notorious drug smugglers of all time.",13,2018
s7376,TV Show,Maggie & Bianca: Fashion Friends,Iginio Straffi,"Emanuela Rei, Giorgia Boni, Sergio Ruggeri, Luca Murphy, Federica Corti, Federico Pedroni, Tiffany Zhou, Sergio Melone",Italy,2019-03-31,2017,TV-Y7,1 Season,"Kids' TV, TV Comedies","Originally polar opposites, an American fashion student and the daughter of an industry mogul form an everlasting bond and start a rock band in Milan.",8,2019
s7410,TV Show,Mars,Everardo Gout,"Jihae, Alberto Ammann, Clémentine Poidatz, Anamaria Marinca, Sammi Rotibi, Nicholas Wittman, Cosima Shaw",United States,2019-11-01,2018,TV-PG,2 Seasons,"Docuseries, Science & Nature TV, TV Dramas",Fact meets fiction in this docudrama chronicling the journey of a spacecraft crew as it embarks in 2033 on a mission to colonize the red planet.,7,2019
s7505,TV Show,Monty Don's French Gardens,Rachel Bell,,United Kingdom,2019-07-26,2013,TV-G,1 Season,"British TV Shows, Docuseries, International TV Shows","TV personality Monty Don visits France’s most famous gardens to dig up the influence of power, culture and passion on their conceptions and designs.",12,2019
s7649,TV Show,Oliver Stone's Untold History of the United States,Oliver Stone,Oliver Stone,United States,2016-11-15,2013,TV-PG,1 Season,Docuseries,"This documentary series offers an alternative take on modern American history, focusing on underreported events that shaped the nation's character.",12,2016
s7680,TV Show,Origins Collection,Peter McDonnell,,United States,2018-07-20,2018,TV-PG,3 Seasons,Docuseries,"This documentary series explores the stories behind history's most fascinating innovations, including games, technology, sports, medicine and more.",7,2018
s7744,TV Show,Pioneers of African-American Cinema,"Oscar Micheaux, Spencer Williams, Richard E. Norman, Richard Maurice",,United States,2017-02-01,1946,TV-14,1 Season,TV Shows,This newly preserved collection features more than 20 films made by groundbreaking African American directors for black audiences from 1915 to 1946.,79,2017
s7749,TV Show,Planet Earth: The Complete Collection,Alastair Fothergill,David Attenborough,United Kingdom,2015-04-22,2006,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows",This landmark series transports nature lovers from the Himalayan Mountains to the depths of the ocean and everywhere in between.,19,2015
s7796,TV Show,Prince Jai Aur Dumdaar Viru,Bhavik Thakore,,,2020-10-18,2017,TV-Y,1 Season,"Kids' TV, TV Comedies","A prince and a commoner who are best friends keep having to thwart the plots of the prince's scheming, ambitious minister.",8,2020
s7865,TV Show,Revolting Rhymes,"Jani Lachauer, Jakob Schuh","Rob Brydon, Bertie Carvel, Gemma Chan, Dominic West, Isaac Hempstead Wright, Bel Powley, Tamsin Greig, Rose Leslie, David Walliams",United Kingdom,2018-02-01,2017,TV-PG,1 Season,"British TV Shows, Kids' TV",Popular fairy tales take on a darkly comic edge in these short animated films based on a book by Roald Dahl and illustrator Quentin Blake.,8,2018
s7897,TV Show,Royal Pains,Jay Chandrasekhar,"Mark Feuerstein, Paulo Costanzo, Reshma Shetty, Jill Flint, Campbell Scott, Brooke D'Orsay, Dieter Riesle",United States,2017-05-18,2016,TV-PG,8 Seasons,"TV Comedies, TV Dramas",Dr. Hank Lawson unexpectedly gets a career upgrade as a freelance physician treating New York's aristocratic upper crust in their posh Hamptons homes.,9,2017
s7919,TV Show,Sadqay Tumhare,Ehtesham Uddin,"Mahira Khan, Samiya Mumtaz, Adnan Malik, Rehan Sheikh, Sanya Shamshad, Qavi Khan",Pakistan,2016-12-15,2014,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","An arranged engagement between a village girl and her city cousin shows signs of true love, but an indiscretion decades ago could doom their romance.",11,2016
s8173,TV Show,Th Eena Meena Deeka Chase Comedy Show,Dheeraj Berry,"Sanjay Keni, Priya Raina",India,2018-03-31,2015,TV-Y7,1 Season,"Kids' TV, TV Comedies","A hungry fox and three resourceful, surprisingly formidable birds turn the animal kingdom on its head in this lively animated series.",10,2018
s8208,TV Show,The Beginning of Life: The Series,Estela Renner,,Brazil,2016-11-11,2016,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV","Using breakthroughs in technology and neuroscience, this series examines how environment affects infants – and how infants can affect our future.",9,2016
s8215,TV Show,The Blue Planet: A Natural History of the Oceans,Alastair Fothergill,David Attenborough,United Kingdom,2015-10-10,2001,TV-G,1 Season,"British TV Shows, Docuseries, International TV Shows","David Attenborough narrates this definitive exploration of the marine world, from the familiar to the unknown, revealing the sea and its communities.",24,2015
s8236,TV Show,The Calling,Bumpy,,India,2019-04-01,2018,TV-MA,1 Season,"International TV Shows, Reality TV","Food-crazed travel junkies journey across India, completing bucket list challenges for a chance to win a once-in-a-lifetime scholarship.",7,2019
s8294,TV Show,The Fear,Michael Samuels,"Peter Mullan, Anastasia Hille, Harry Lloyd, Paul Nicholls, Demosthenes Chrysan, Dragos Bucur, Shaban Arifi, Julia Ragnarsson, Danny Sapani, Nigel Lindsay, Osy Ikhile, Sidney Kean, Lisa McAllister, Catherine Winter, Amarildo Kola, Julius Peter Wells",United Kingdom,2017-03-31,2012,TV-MA,1 Season,"British TV Shows, Crime TV Shows, TV Dramas","Richie Beckett is an aging Brighton crime boss who's struggling with the onset of dementia, just as a rival gang is trying to take over his territory.",13,2017
s8303,TV Show,The Five,Mark Tonderai,"Tom Cullen, O.T. Fagbenle, Lee Ingleby, Sarah Solemani, Hannah Arterton, Geraldine James, Michael Maloney, Rade Serbedzija, Jonathan Kerrigan, Don Warrington, Sophia La Porta",United Kingdom,2017-09-15,2016,TV-MA,1 Season,"British TV Shows, Crime TV Shows, TV Dramas","Twenty years after 5-year-old Jesse disappears near his home, his DNA turns up at the scene of a woman's murder, baffling his family and the police.",9,2017
s8550,TV Show,The Vietnam War: A Film by Ken Burns and Lynn Novick,"Ken Burns, Lynn Novick",,United States,2018-06-20,2017,TV-MA,1 Season,Docuseries,"Ken Burns presents an epic 10-part, 18-hour chronicle of the Vietnam War, featuring the soldiers, protesters, politicians and families that lived it.",8,2018
s8600,TV Show,Toast of London,Michael Cumming,"Matt Berry, Robert Bathurst, Doon Mackichan, Shazad Latif, Tim Downie, Harry Peacock, Tracy Ann Oberman",United Kingdom,2017-09-01,2015,TV-MA,3 Seasons,"British TV Shows, Classic & Cult TV, TV Comedies","After a divorce and fatal career move, a classically trained British stage actor navigates single life with his odd roommate and takes on horrid jobs.",10,2017
